,title,description,originallink,link,pubDate
375,"우아! 나나-조유리, 러블리한 교복맵시[포토엔HD]","우아! 나나, <b>조유리</b>가 7월 22일 오후 온라인으로 진행된 플레이리스트 새 드라마 &apos;미미쿠스&apos; 제작발표회에서 포즈를 취하고 있다.",https://www.newsen.com/news_view.php?uid=202207221331041810,https://n.news.naver.com/mnews/article/609/0000606067?sid=106,"Fri, 22 Jul 2022 13:32:00 +0900"
376,[셀럽포토]영재-나나-조유리-김윤우 '하이틴 드라마 기대해주세요',"영재 나나 <b>조유리</b> 김윤우가 22일 오후 온라인 생중계로 진행된 플레이리스트 새 드라마 &apos;미미쿠스&apos; 제작발표회에 참석해 포즈를 취하고 있다. &apos;미미쿠스&apos;는 10대의 청춘들이 &apos;미믹&apos;(Mimic, 따라하다)을 통해 서로 배우고... ",http://www.celuvmedia.com/article.php?aid=1658464251430300009,http://www.celuvmedia.com/article.php?aid=1658464251430300009,"Fri, 22 Jul 2022 13:32:00 +0900"
377,"‘미미쿠스’ 나나 “첫 만남, 영재 무섭고 윤우 차가워”","이어 <b>조유리</b>에 대해서는 “친구라서 볼 때부터 반가웠다. 데뷔하고 친구를 사귈 기화가 거의 없었고, 언니 아니면 동생이라 동갑내기 친구는 처음이라 반갑고 든든했다”고 밝혔다. 또 “김윤우는 엄청 차가웠다. 말... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202207221330003&sec_id=540201&pt=nv,https://n.news.naver.com/mnews/article/144/0000826944?sid=106,"Fri, 22 Jul 2022 13:31:00 +0900"
378,[셀럽포토]우아 나나-조유리 '예쁜 애 옆에 예쁜 애',"그룹 우아 나나, 가수 <b>조유리</b>가 22일 오후 온라인 생중계로 진행된 플레이리스트 새 드라마 &apos;미미쿠스&apos; 제작발표회에 참석해 포즈를 취하고 있다. &apos;미미쿠스&apos;는 10대의 청춘들이 &apos;미믹&apos;(Mimic, 따라하다)을 통해 서로... ",http://www.celuvmedia.com/article.php?aid=1658464107430298009,http://www.celuvmedia.com/article.php?aid=1658464107430298009,"Fri, 22 Jul 2022 13:30:00 +0900"
379,"'미미쿠스' 나나 ""유영재 첫인상 무서워, 남한테 관심 없는 느낌""","현장에는 유영재, <b>조유리</b>, 김윤우, 나나가 참석했다. 이날 나나는 &quot;처음에 만났을 땐 엄청 어려울 것 같았는데... 이어 &quot;<b>조유리</b>는 친구여서 처음 봤을 때부터 너무 반가웠다. 데뷔하고 나서 친구 사귈 기회가 없었다.... ",http://www.celuvmedia.com/article.php?aid=1658463880430292006,http://www.celuvmedia.com/article.php?aid=1658463880430292006,"Fri, 22 Jul 2022 13:30:00 +0900"
380,"유영재-나나-조유리-김윤우, ‘미미쿠스’로 만났어요[포토엔HD]","유영재, 우아! 나나, <b>조유리</b>, 김윤우가 7월 22일 오후 온라인으로 진행된 플레이리스트 새 드라마 &apos;미미쿠스&apos; 제작발표회에서 포즈를 취하고 있다.",https://www.newsen.com/news_view.php?uid=202207221328591810,https://n.news.naver.com/mnews/article/609/0000606065?sid=106,"Fri, 22 Jul 2022 13:30:00 +0900"
381,[포토]나나-조유리 '귀엽고 예쁘고 다해',"그룹 우아 나나, 가수 <b>조유리</b>가 22일 온라인으로 진행된 플레이리스트 드라마 &apos;미미쿠스&apos; 제작발표회에... 그룹 우아 나나, 가수 <b>조유리</b>가 22일 온라인으로 진행된 플레이리스트 드라마 &apos;미미쿠스&apos; 제작발표회에 참석해... ",http://www.joynews24.com/view/1503342,http://www.joynews24.com/view/1503342,"Fri, 22 Jul 2022 13:30:00 +0900"
382,[포토]미미쿠스 '예술고 학생들의 치열한 생존기',"배우 유영재, 그룹 우아 나나, 가수 <b>조유리</b>, 배우 김윤우가 22일 온라인으로 진행된 플레이리스트 드라마... 배우 유영재, 그룹 우아 나나, 가수 <b>조유리</b>, 배우 김윤우가 22일 온라인으로 진행된 플레이리스트 드라마... ",http://www.joynews24.com/view/1503336,http://www.joynews24.com/view/1503336,"Fri, 22 Jul 2022 13:30:00 +0900"
383,"우아! 나나 ""유영재 첫인상? 제일 무서웠어""(미미쿠스)","행사에는 유영재, <b>조유리</b>, 김윤우, 나나가 참석했다. &apos;미미쿠스&apos;는 남들의 우상이 되고 싶은 인물들로 가득한... 이어 &quot;<b>조유리</b>와는 동갑내기 친구로 처음 만나 편하고 든든했다. 데뷔 후 친구 사귈 기회가 없었는데, 다 언니... ",http://enews.imbc.com/News/RetrieveNewsInfo/354801,https://n.news.naver.com/mnews/article/408/0000162154?sid=106,"Fri, 22 Jul 2022 13:29:00 +0900"
384,[셀럽포토]조유리 '드라마로 인사드려요',"가수 <b>조유리</b>가 22일 오후 온라인 생중계로 진행된 플레이리스트 새 드라마 &apos;미미쿠스&apos; 제작발표회에 참석해 포즈를 취하고 있다. &apos;미미쿠스&apos;는 10대의 청춘들이 &apos;미믹&apos;(Mimic, 따라하다)을 통해 서로 배우고 성장하는... ",http://www.celuvmedia.com/article.php?aid=1658463907430293009,http://www.celuvmedia.com/article.php?aid=1658463907430293009,"Fri, 22 Jul 2022 13:28:00 +0900"
385,"'미미쿠스' 유영재 ""10대 예고생 역...잘생겨야 한다고""","현장에는 유영재를 비롯한 가수 <b>조유리</b>, 배우 김윤우, 그룹 우아 나나가 참석했다. &apos;미미쿠스&apos;는 연예인... 또 같이 연기하는 <b>조유리</b>, 김윤우, 나나씨가 다 어리고 예쁘고 잘생겼다. 이 친구들 만큼 좋은 모습을 보여주려고... ",http://star.mk.co.kr/new/view.php?mc=ST&year=2022&no=647141,https://n.news.naver.com/mnews/article/009/0004995076?sid=106,"Fri, 22 Jul 2022 13:27:00 +0900"
386,"‘미미쿠스’ 유영재 “예고생 역, 감독님이 잘생겨야 한다고..관리 열심히 했...","22일 온라인 생중계를 통해 진행된 플레이리스트의 새 드라마 ‘미미쿠스’ 제작발표회에는 유영재, <b>조유리</b>, 김윤우, 나나가 참석해 작품에 대한 이야기를 나눴다. 플레이리스트가 제작하는 ‘플리버스(플레이리스트... ",http://www.osen.co.kr/article/G1111901570,https://n.news.naver.com/mnews/article/109/0004662689?sid=106,"Fri, 22 Jul 2022 13:27:00 +0900"
387,[셀럽포토]조유리 '사랑스러워',"가수 <b>조유리</b>가 22일 오후 온라인 생중계로 진행된 플레이리스트 새 드라마 &apos;미미쿠스&apos; 제작발표회에 참석해 포즈를 취하고 있다. &apos;미미쿠스&apos;는 10대의 청춘들이 &apos;미믹&apos;(Mimic, 따라하다)을 통해 서로 배우고 성장하는... ",http://www.celuvmedia.com/article.php?aid=1658463877430291009,http://www.celuvmedia.com/article.php?aid=1658463877430291009,"Fri, 22 Jul 2022 13:26:00 +0900"
388,"'미미쿠스' 유영재 ""잘생기고 멋았는 캐릭터…열심히 관리""","B.A.P 출신 유영재, 아이즈원 <b>조유리</b>, 김윤우, woo!ah!(우아!) 나나가 출연한다. 유영재이 연기하는 한유성은 대형 기획사의 유명 연습생인 지수빈(김윤우 분)을 따라한다는 소문의 주인공이 되는 인물이다. 유영재는 &quot;데뷔... ",http://www.joynews24.com/view/1503335,http://www.joynews24.com/view/1503335,"Fri, 22 Jul 2022 13:26:00 +0900"
